DATA SET,DATE,PLAYER FULL NAME,POSITION,OWN TEAM,OPP TEAM,VENUE (R/H),MIN,FG,FGA,3P,3PA,FT,FTA,OR,DR,TOT,A,PF,ST,TO,BL,PTS
2017-2018 Regular Season,01/24/2018,Josh Jackson,SF,Phoenix,Indiana,R,25.5,7,11,2,5,4,6,0,2,2,2,5,0,2,0,20
2017-2018 Regular Season,01/24/2018,Troy Daniels,SG,Phoenix,Indiana,R,27.0,5,10,5,10,4,4,0,0,0,1,1,1,1,0,19
2017-2018 Regular Season,01/24/2018,Alec Peters,PF,Phoenix,Indiana,R,12.0,0,2,0,2,3,3,1,4,5,1,0,0,0,0,3
2017-2018 Regular Season,01/24/2018,Bojan Bogdanovic,SF,Indiana,Phoenix,H,31.9,6,9,3,5,2,4,0,7,7,3,4,1,2,0,17
2017-2018 Regular Season,01/24/2018,Thaddeus Young,PF,Indiana,Phoenix,H,31.4,10,13,2,4,0,0,0,3,3,0,0,3,0,0,22
2017-2018 Regular Season,01/24/2018,Domantas Sabonis,PF,Indiana,Phoenix,H,24.2,8,12,1,2,2,4,1,7,8,3,3,1,4,1,19
2017-2018 Regular Season,01/24/2018,Victor Oladipo,SG,Indiana,Phoenix,H,33.0,6,11,2,6,7,7,1,3,4,9,3,3,1,0,21
2017-2018 Regular Season,01/24/2018,Joe Young,PG,Indiana,Phoenix,H,33.7,3,7,0,2,0,0,0,2,2,2,1,2,3,0,6
2017-2018 Regular Season,01/24/2018,Cory Joseph,SG,Indiana,Phoenix,H,32.7,3,9,0,1,2,2,0,3,3,8,2,0,1,0,8
2017-2018 Regular Season,01/24/2018,Lance Stephenson,SG,Indiana,Phoenix,H,22.0,2,6,1,3,2,6,0,9,9,4,1,1,1,2,7
2017-2018 Regular Season,01/24/2018,Al Jefferson,C,Indiana,Phoenix,H,20.7,4,8,0,0,2,2,1,1,2,2,6,0,0,0,10
2017-2018 Regular Season,01/24/2018,TJ Leaf,PF,Indiana,Phoenix,H,4.6,1,2,0,0,0,0,0,1,1,0,1,0,0,0,2
2017-2018 Regular Season,01/24/2018,Alex Poythress,SF,Indiana,Phoenix,H,3.1,2,3,0,1,0,0,0,0,0,0,1,0,0,0,4
2017-2018 Regular Season,01/24/2018,Ben Moore,PF,Indiana,Phoenix,H,2.9,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
2017-2018 Regular Season,01/24/2018,Justin Holiday,SG,Chicago,Philadelphia,R,25.6,2,11,1,7,0,0,0,1,1,1,2,0,1,0,5
2017-2018 Regular Season,01/24/2018,Lauri Markkanen,PF,Chicago,Philadelphia,R,22.7,5,13,1,5,1,1,1,2,3,2,1,0,0,0,12
2017-2018 Regular Season,01/24/2018,Robin Lopez,C,Chicago,Philadelphia,R,18.8,1,6,0,0,0,0,3,3,6,0,1,1,1,1,2
2017-2018 Regular Season,01/24/2018,Zach LaVine,SG,Chicago,Philadelphia,R,24.1,8,15,3,5,2,2,0,7,7,3,1,1,3,0,21
2017-2018 Regular Season,01/24/2018,Jerian Grant,PG,Chicago,Philadelphia,R,25.4,2,6,1,1,2,2,0,1,1,3,3,1,2,0,7
2017-2018 Regular Season,01/24/2018,Denzel Valentine,SG,Chicago,Philadelphia,R,23.8,2,9,1,6,2,2,0,3,3,3,4,1,1,0,7
2017-2018 Regular Season,01/24/2018,Nikola Mirotic,PF,Chicago,Philadelphia,R,25.8,5,15,2,8,3,3,0,3,3,0,0,0,0,0,15
2017-2018 Regular Season,01/24/2018,Ryan Arcidiacono,PG,Chicago,Philadelphia,R,17.9,0,1,0,1,0,0,0,1,1,2,0,0,1,0,0
2017-2018 Regular Season,01/24/2018,Bobby Portis,PF,Chicago,Philadelphia,R,25.3,8,12,1,2,5,6,5,6,11,2,1,3,0,0,22
2017-2018 Regular Season,01/24/2018,David Nwaba,PG,Chicago,Philadelphia,R,21.6,3,4,1,1,3,6,1,4,5,4,2,1,1,0,10
2017-2018 Regular Season,01/24/2018,Cristiano Felicio,C,Chicago,Philadelphia,R,3.5,0,1,0,0,0,0,0,2,2,0,0,0,1,0,0
2017-2018 Regular Season,01/24/2018,Paul Zipser,SF,Chicago,Philadelphia,R,3.5,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
2017-2018 Regular Season,01/24/2018,Quincy Pondexter,SG,Chicago,Philadelphia,R,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-2018 Regular Season,01/24/2018,Robert Covington,SF,Philadelphia,Chicago,H,32.1,6,9,4,7,0,0,0,4,4,5,4,1,2,2,16
2017-2018 Regular Season,01/24/2018,Dario Saric,PF,Philadelphia,Chicago,H,28.0,6,9,4,5,5,5,1,9,10,2,0,1,2,0,21
2017-2018 Regular Season,01/24/2018,Joel Embiid,C,Philadelphia,Chicago,H,31.6,10,17,1,2,1,1,0,5,5,3,3,0,3,2,22
2017-2018 Regular Season,01/24/2018,Timothe Luwawu-Cabarrot,SF,Philadelphia,Chicago,H,33.6,4,8,4,7,0,0,0,3,3,2,2,1,1,0,12
2017-2018 Regular Season,01/24/2018,Ben Simmons,PG,Philadelphia,Chicago,H,38.8,6,15,0,0,7,10,3,14,17,14,4,0,6,2,19
2017-2018 Regular Season,01/24/2018,Justin Anderson,SF,Philadelphia,Chicago,H,20.7,5,7,1,2,1,2,1,0,1,1,2,2,0,0,12
2017-2018 Regular Season,01/24/2018,Amir Johnson,PF,Philadelphia,Chicago,H,11.9,1,2,1,1,0,0,0,1,1,1,1,1,0,1,3
2017-2018 Regular Season,01/24/2018,James Young,SG,Philadelphia,Chicago,H,12.4,1,5,1,5,1,2,0,1,1,0,2,0,0,0,4
2017-2018 Regular Season,01/24/2018,Trevor Booker,PF,Philadelphia,Chicago,H,17.7,3,5,0,0,0,0,1,4,5,1,0,0,0,0,6
2017-2018 Regular Season,01/24/2018,Larry Drew II,PG,Philadelphia,Chicago,H,9.2,0,3,0,2,0,0,0,0,0,1,1,0,0,0,0
2017-2018 Regular Season,01/24/2018,Richaun Holmes,PF,Philadelphia,Chicago,H,4.2,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0
2017-2018 Regular Season,01/24/2018,OG Anunoby,SF,Toronto,Atlanta,R,23.8,4,5,2,3,0,0,1,4,5,1,1,0,0,1,10
2017-2018 Regular Season,01/24/2018,Serge Ibaka,PF,Toronto,Atlanta,R,24.3,4,9,2,4,2,2,1,2,3,2,4,1,1,1,12
2017-2018 Regular Season,01/24/2018,Jonas Valanciunas,C,Toronto,Atlanta,R,24.1,7,14,0,1,2,3,4,9,13,3,3,1,1,3,16
2017-2018 Regular Season,01/24/2018,DeMar DeRozan,SG,Toronto,Atlanta,R,27.0,4,12,1,2,5,6,1,2,3,4,1,1,3,0,14
2017-2018 Regular Season,01/24/2018,Kyle Lowry,PG,Toronto,Atlanta,R,27.9,3,10,3,9,0,1,1,4,5,4,1,1,4,1,9
2017-2018 Regular Season,01/24/2018,CJ Miles,SF,Toronto,Atlanta,R,15.1,3,8,2,4,1,2,0,0,0,1,3,0,0,0,9
2017-2018 Regular Season,01/24/2018,Jakob Poeltl,C,Toronto,Atlanta,R,17.6,3,7,0,0,0,0,2,3,5,0,3,1,3,2,6
2017-2018 Regular Season,01/24/2018,Delon Wright,PG,Toronto,Atlanta,R,18.3,1,4,0,1,3,4,0,4,4,2,0,1,1,0,5
2017-2018 Regular Season,01/24/2018,Pascal Siakam,PF,Toronto,Atlanta,R,20.3,3,5,0,2,0,2,1,3,4,1,2,1,1,1,6
2017-2018 Regular Season,01/24/2018,Fred VanVleet,PG,Toronto,Atlanta,R,18.5,6,9,4,6,3,3,1,6,7,5,2,2,0,3,19
2017-2018 Regular Season,01/24/2018,Norman Powell,SG,Toronto,Atlanta,R,11.1,0,2,0,1,0,0,0,1,1,2,2,1,1,0,0
2017-2018 Regular Season,01/24/2018,Lucas Nogueira,C,Toronto,Atlanta,R,6.4,0,2,0,2,0,2,0,1,1,0,0,0,0,0,0
2017-2018 Regular Season,01/24/2018,Alfonzo McKinnie,F,Toronto,Atlanta,R,5.9,1,2,0,1,0,0,0,1,1,0,0,0,2,0,2
2017-2018 Regular Season,01/24/2018,Taurean Prince,SF,Atlanta,Toronto,H,13.1,1,3,0,0,0,0,0,2,2,0,2,1,3,0,2
2017-2018 Regular Season,01/24/2018,Ersan Ilyasova,PF,Atlanta,Toronto,H,19.8,0,4,0,1,0,0,1,2,3,0,2,0,1,0,0
2017-2018 Regular Season,01/24/2018,Miles Plumlee,C,Atlanta,Toronto,H,19.4,2,4,0,0,2,4,2,3,5,3,1,0,0,3,6
2017-2018 Regular Season,01/24/2018,Kent Bazemore,SF,Atlanta,Toronto,H,26.7,5,11,0,2,3,3,1,2,3,3,2,0,1,1,13
2017-2018 Regular Season,01/24/2018,Dennis Schroder,PG,Atlanta,Toronto,H,27.4,8,19,2,4,2,2,3,5,8,2,5,2,4,0,20
2017-2018 Regular Season,01/24/2018,Marco Belinelli,SG,Atlanta,Toronto,H,22.6,3,9,0,4,2,2,0,1,1,1,1,1,0,0,8
2017-2018 Regular Season,01/24/2018,Dewayne Dedmon,C,Atlanta,Toronto,H,18.1,2,4,0,0,0,0,1,0,1,1,2,0,0,0,4
2017-2018 Regular Season,01/24/2018,John Collins,PF,Atlanta,Toronto,H,26.3,5,13,0,1,3,4,3,13,16,0,3,0,1,4,13
2017-2018 Regular Season,01/24/2018,Malcolm Delaney,PG,Atlanta,Toronto,H,13.5,2,8,0,1,0,0,1,2,3,4,0,0,6,0,4
2017-2018 Regular Season,01/24/2018,Mike Muscala,C,Atlanta,Toronto,H,12.4,1,2,1,1,0,0,0,0,0,1,1,2,0,0,3
2017-2018 Regular Season,01/24/2018,Luke Babbitt,SF,Atlanta,Toronto,H,16.2,3,6,3,6,0,0,0,2,2,1,0,0,0,1,9
2017-2018 Regular Season,01/24/2018,Tyler Dorsey,SG,Atlanta,Toronto,H,13.6,2,6,1,1,0,0,0,3,3,0,1,1,0,0,5
2017-2018 Regular Season,01/24/2018,Isaiah Taylor,PG,Atlanta,Toronto,H,10.9,3,5,0,0,0,2,0,0,0,3,1,1,0,0,6
2017-2018 Regular Season,01/24/2018,Trevor Ariza,SF,Houston,Dallas,R,31.9,8,17,5,14,2,3,0,3,3,1,3,1,0,0,23
2017-2018 Regular Season,01/24/2018,Ryan Anderson,PF,Houston,Dallas,R,25.0,2,6,2,5,1,2,1,4,5,0,1,1,1,0,7
2017-2018 Regular Season,01/24/2018,Clint Capela,C,Houston,Dallas,R,32.6,7,8,0,0,2,4,2,11,13,0,2,2,2,2,16
2017-2018 Regular Season,01/24/2018,James Harden,PG,Houston,Dallas,R,32.5,9,16,6,10,1,2,1,4,5,13,1,1,1,1,25
2017-2018 Regular Season,01/24/2018,Chris Paul,PG,Houston,Dallas,R,30.3,3,12,3,8,3,4,0,7,7,4,3,2,2,0,12
2017-2018 Regular Season,01/24/2018,Eric Gordon,SG,Houston,Dallas,R,30.3,6,11,4,7,1,2,1,2,3,2,1,0,2,0,17
2017-2018 Regular Season,01/24/2018,PJ Tucker,SF,Houston,Dallas,R,19.5,0,1,0,0,0,0,0,5,5,0,2,0,0,0,0
2017-2018 Regular Season,01/24/2018,Tarik Black,C,Houston,Dallas,R,12.1,0,2,0,0,1,4,1,0,1,0,5,0,0,0,1
2017-2018 Regular Season,01/24/2018,Luc Mbah a Moute,PF,Houston,Dallas,R,21.6,1,7,1,6,0,0,1,0,1,0,1,1,1,0,3
2017-2018 Regular Season,01/24/2018,Gerald Green,SG,Houston,Dallas,R,4.3,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0
2017-2018 Regular Season,01/24/2018,Harrison Barnes,SF,Dallas,Houston,H,33.4,5,12,0,2,0,0,0,5,5,1,2,1,1,0,10
2017-2018 Regular Season,01/24/2018,Maxi Kleber,F,Dallas,Houston,H,8.7,1,2,0,1,0,0,0,1,1,1,2,0,0,0,2
2017-2018 Regular Season,01/24/2018,Dirk Nowitzki,PF,Dallas,Houston,H,14.9,2,7,2,3,1,2,0,2,2,1,0,0,0,0,7
2017-2018 Regular Season,01/24/2018,Wesley Matthews,SG,Dallas,Houston,H,38.1,10,18,7,14,2,2,0,4,4,5,2,2,2,1,29
2017-2018 Regular Season,01/24/2018,Dennis Smith Jr.,PG,Dallas,Houston,H,30.3,3,11,1,3,4,5,0,2,2,6,2,0,4,0,11
2017-2018 Regular Season,01/24/2018,Yogi Ferrell,PG,Dallas,Houston,H,32.5,6,9,4,5,3,3,0,4,4,4,3,0,1,0,19
2017-2018 Regular Season,01/24/2018,Salah Mejri,C,Dallas,Houston,H,14.6,3,6,0,0,0,0,6,4,10,1,3,1,1,1,6
2017-2018 Regular Season,01/24/2018,J.J. Barea,PG,Dallas,Houston,H,26.8,1,9,1,5,0,0,0,7,7,4,2,0,1,0,3
2017-2018 Regular Season,01/24/2018,Kyle Collinsworth,PG,Dallas,Houston,H,14.8,1,2,0,0,1,2,1,6,7,1,1,0,0,0,3
2017-2018 Regular Season,01/24/2018,Dwight Powell,C,Dallas,Houston,H,23.8,1,4,0,2,0,2,2,2,4,0,4,1,3,0,2
2017-2018 Regular Season,01/24/2018,Johnathan Motley,PF,Dallas,Houston,H,2.2,2,2,0,0,1,2,0,3,3,0,0,0,0,0,5
2017-2018 Regular Season,01/24/2018,Kyle Anderson,SG,San Antonio,Memphis,R,27.6,2,7,1,2,0,0,1,2,3,1,3,4,1,2,5
2017-2018 Regular Season,01/24/2018,Davis Bertans,PF,San Antonio,Memphis,R,32.9,5,11,1,6,0,0,2,2,4,3,0,1,2,1,11
2017-2018 Regular Season,01/24/2018,Pau Gasol,C,San Antonio,Memphis,R,33.5,4,9,0,0,6,8,4,11,15,9,3,0,2,0,14
2017-2018 Regular Season,01/24/2018,Danny Green,SG,San Antonio,Memphis,R,28.5,4,7,2,4,4,4,1,7,8,3,0,0,0,2,14
2017-2018 Regular Season,01/24/2018,Dejounte Murray,PG,San Antonio,Memphis,R,24.4,4,9,1,1,2,2,1,3,4,7,3,0,1,0,11
2017-2018 Regular Season,01/24/2018,Joffrey Lauvergne,C,San Antonio,Memphis,R,18.6,5,6,0,0,0,0,2,6,8,1,1,0,1,1,10
2017-2018 Regular Season,01/24/2018,Tony Parker,PG,San Antonio,Memphis,R,21.5,5,12,0,0,2,3,0,1,1,4,4,0,2,0,12
2017-2018 Regular Season,01/24/2018,Patty Mills,PG,San Antonio,Memphis,R,23.6,5,10,3,7,2,2,0,0,0,1,2,2,2,0,15
2017-2018 Regular Season,01/24/2018,Bryn Forbes,SG,San Antonio,Memphis,R,25.4,3,10,2,4,6,6,0,1,1,0,3,2,1,0,14
2017-2018 Regular Season,01/24/2018,Darrun Hilliard,SG,San Antonio,Memphis,R,2.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
2017-2018 Regular Season,01/24/2018,Brandon Paul,SG,San Antonio,Memphis,R,2.1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
2017-2018 Regular Season,01/24/2018,Dillon Brooks,SF,Memphis,San Antonio,H,30.1,5,10,0,1,0,1,2,5,7,2,3,0,1,0,10
2017-2018 Regular Season,01/24/2018,Ivan Rabb,PF,Memphis,San Antonio,H,16.5,4,5,0,0,0,0,2,4,6,0,4,0,2,1,8
2017-2018 Regular Season,01/24/2018,Marc Gasol,C,Memphis,San Antonio,H,29.9,6,13,1,4,5,6,1,6,7,1,2,1,0,0,18
2017-2018 Regular Season,01/24/2018,Wayne Selden,G,Memphis,San Antonio,H,27.1,1,9,1,4,1,2,0,0,0,2,4,0,2,0,4
2017-2018 Regular Season,01/24/2018,Andrew Harrison,SG,Memphis,San Antonio,H,27.9,3,5,0,0,3,3,0,1,1,6,1,1,5,1,9
2017-2018 Regular Season,01/24/2018,Deyonta Davis,C,Memphis,San Antonio,H,20.6,6,10,0,0,0,0,3,2,5,0,3,0,1,0,12
2017-2018 Regular Season,01/24/2018,Mario Chalmers,PG,Memphis,San Antonio,H,22.5,4,8,0,2,0,0,0,4,4,4,4,1,3,0,8
2017-2018 Regular Season,01/24/2018,Myke Henry,SF,Memphis,San Antonio,H,21.6,0,7,0,4,0,0,0,3,3,1,0,2,1,2,0
2017-2018 Regular Season,01/24/2018,Ben McLemore,SG,Memphis,San Antonio,H,18.1,2,6,0,1,2,2,1,2,3,1,3,0,0,0,6
2017-2018 Regular Season,01/24/2018,Brandan Wright,PF,Memphis,San Antonio,H,11.6,2,4,0,0,0,0,0,4,4,1,0,0,1,0,4
2017-2018 Regular Season,01/24/2018,Kobi Simmons,PG,Memphis,San Antonio,H,14.1,3,6,0,2,0,0,0,1,1,1,1,2,1,0,6
2017-2018 Regular Season,01/24/2018,Nemanja Bjelica,PF,Minnesota,Portland,R,35.6,4,11,1,3,0,0,0,7,7,0,4,2,0,0,9
2017-2018 Regular Season,01/24/2018,Taj Gibson,PF,Minnesota,Portland,R,28.5,5,8,0,0,1,2,1,3,4,2,1,1,1,0,11
2017-2018 Regular Season,01/24/2018,Karl-Anthony Towns,C,Minnesota,Portland,R,30.9,6,9,2,4,2,2,2,7,9,1,3,0,1,0,16
2017-2018 Regular Season,01/24/2018,Andrew Wiggins,SF,Minnesota,Portland,R,31.6,11,17,2,4,0,2,0,2,2,2,1,0,1,1,24
2017-2018 Regular Season,01/24/2018,Jeff Teague,PG,Minnesota,Portland,R,27.1,4,12,0,1,7,7,0,2,2,3,1,1,2,0,15
2017-2018 Regular Season,01/24/2018,Gorgui Dieng,PF,Minnesota,Portland,R,17.2,3,4,0,0,0,0,0,5,5,2,1,2,0,1,6
2017-2018 Regular Season,01/24/2018,Jamal Crawford,SG,Minnesota,Portland,R,20.3,7,10,1,2,4,4,0,0,0,5,1,0,1,0,19
2017-2018 Regular Season,01/24/2018,Tyus Jones,PG,Minnesota,Portland,R,20.9,2,7,0,0,2,2,1,0,1,5,2,1,0,0,6
2017-2018 Regular Season,01/24/2018,Marcus Georges-Hunt,SG,Minnesota,Portland,R,19.1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0
2017-2018 Regular Season,01/24/2018,Cole Aldrich,C,Minnesota,Portland,R,3.6,0,0,0,0,1,2,0,2,2,0,0,0,0,0,1
2017-2018 Regular Season,01/24/2018,Shabazz Muhammad,SF,Minnesota,Portland,R,3.6,2,2,0,0,1,1,1,0,1,0,0,0,0,0,5
2017-2018 Regular Season,01/24/2018,Aaron Brooks,PG,Minnesota,Portland,R,1.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
2017-2018 Regular Season,01/24/2018,Evan Turner,SG,Portland,Minnesota,H,25.7,4,6,0,1,1,2,0,0,0,6,0,2,0,0,9
2017-2018 Regular Season,01/24/2018,Al-Farouq Aminu,SF,Portland,Minnesota,H,26.3,6,9,3,4,0,0,0,7,7,0,0,2,2,0,15
2017-2018 Regular Season,01/24/2018,Jusuf Nurkic,C,Portland,Minnesota,H,20.3,2,6,0,0,2,2,0,3,3,0,4,0,1,0,6
2017-2018 Regular Season,01/24/2018,CJ McCollum,SG,Portland,Minnesota,H,35.4,12,20,4,5,0,2,0,3,3,5,0,0,0,0,28
2017-2018 Regular Season,01/24/2018,Damian Lillard,PG,Portland,Minnesota,H,32.2,9,17,6,11,7,7,1,3,4,6,2,0,0,0,31
2017-2018 Regular Season,01/24/2018,Shabazz Napier,PG,Portland,Minnesota,H,22.6,1,7,0,3,1,1,0,1,1,3,1,0,3,0,3
2017-2018 Regular Season,01/24/2018,Pat Connaughton,SG,Portland,Minnesota,H,22.6,5,9,2,3,0,0,1,2,3,2,3,0,1,1,12
2017-2018 Regular Season,01/24/2018,Ed Davis,PF,Portland,Minnesota,H,25.0,3,3,0,0,5,7,4,6,10,2,2,0,0,0,11
2017-2018 Regular Season,01/24/2018,Zach Collins,C,Portland,Minnesota,H,18.9,3,4,2,3,0,0,0,5,5,0,1,0,1,0,8
2017-2018 Regular Season,01/24/2018,Jake Layman,SF,Portland,Minnesota,H,2.8,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2017-2018 Regular Season,01/24/2018,Meyers Leonard,PF,Portland,Minnesota,H,2.8,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
2017-2018 Regular Season,01/24/2018,Noah Vonleh,PF,Portland,Minnesota,H,2.8,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2017-2018 Regular Season,01/24/2018,Maurice Harkless,SF,Portland,Minnesota,H,2.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017-2018 Regular Season,01/24/2018,Jayson Tatum,SF,Boston,LA Clippers,R,33.5,7,16,2,4,2,2,1,5,6,3,2,1,1,0,18
2017-2018 Regular Season,01/24/2018,Marcus Morris,SF,Boston,LA Clippers,R,27.7,5,13,3,9,2,2,2,0,2,2,4,1,3,0,15
2017-2018 Regular Season,01/24/2018,Aron Baynes,C,Boston,LA Clippers,R,24.7,6,8,0,0,0,0,1,5,6,1,5,0,1,0,12
2017-2018 Regular Season,01/24/2018,Jaylen Brown,SF,Boston,LA Clippers,R,28.5,2,10,0,3,5,6,2,6,8,2,4,2,4,0,9
2017-2018 Regular Season,01/24/2018,Kyrie Irving,PG,Boston,LA Clippers,R,28.3,7,16,2,8,4,4,0,8,8,7,0,1,1,0,20
2017-2018 Regular Season,01/24/2018,Semi Ojeleye,PF,Boston,LA Clippers,R,17.6,3,5,2,3,0,0,2,3,5,0,5,1,1,0,8
2017-2018 Regular Season,01/24/2018,Terry Rozier,PG,Boston,LA Clippers,R,24.0,4,10,1,4,6,6,1,2,3,4,1,2,0,0,15
2017-2018 Regular Season,01/24/2018,Shane Larkin,PG,Boston,LA Clippers,R,23.3,2,9,1,4,0,0,0,0,0,4,1,0,2,1,5
2017-2018 Regular Season,01/24/2018,Daniel Theis,PF,Boston,LA Clippers,R,23.1,2,4,2,3,2,2,1,7,8,2,5,1,0,2,8
2017-2018 Regular Season,01/24/2018,Abdel Nader,SF,Boston,LA Clippers,R,7.3,1,2,1,2,0,0,0,1,1,0,1,0,0,0,3
2017-2018 Regular Season,01/24/2018,Jarell Eddie,SG,Boston,LA Clippers,R,2.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017-2018 Regular Season,01/24/2018,Wesley Johnson,SF,LA Clippers,Boston,H,34.7,4,7,2,3,0,0,0,4,4,4,0,2,0,4,10
2017-2018 Regular Season,01/24/2018,Blake Griffin,PF,LA Clippers,Boston,H,34.0,8,21,1,7,6,7,0,5,5,3,0,2,2,0,23
2017-2018 Regular Season,01/24/2018,DeAndre Jordan,C,LA Clippers,Boston,H,30.5,4,5,0,0,7,13,5,9,14,1,3,0,4,0,15
2017-2018 Regular Season,01/24/2018,Tyrone Wallace,SG,LA Clippers,Boston,H,33.9,6,11,1,1,0,2,0,2,2,1,2,1,1,0,13
2017-2018 Regular Season,01/24/2018,Milos Teodosic,PG,LA Clippers,Boston,H,24.3,1,6,0,3,0,0,1,2,3,6,1,0,2,0,2
2017-2018 Regular Season,01/24/2018,Lou Williams,SG,LA Clippers,Boston,H,33.0,6,18,1,7,7,9,0,1,1,7,2,1,4,1,20
2017-2018 Regular Season,01/24/2018,Montrezl Harrell,PF,LA Clippers,Boston,H,17.5,4,7,0,0,2,2,4,3,7,1,5,0,3,0,10
2017-2018 Regular Season,01/24/2018,Sam Dekker,SF,LA Clippers,Boston,H,14.1,2,4,0,0,3,4,0,2,2,1,0,0,2,0,7
2017-2018 Regular Season,01/24/2018,Sindarius Thornwell,SG,LA Clippers,Boston,H,16.1,0,0,0,0,2,2,0,0,0,1,2,0,1,0,2
2017-2018 Regular Season,01/24/2018,Willie Reed,PF,LA Clippers,Boston,H,2.1,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0
2017-2018 Regular Season,01/25/2018,Justin Jackson,SF,Sacramento,Miami,R,19.3,4,5,0,0,0,0,1,2,3,0,1,0,0,1,8
2017-2018 Regular Season,01/25/2018,Zach Randolph,PF,Sacramento,Miami,R,28.3,5,13,0,0,0,0,1,9,10,1,3,0,1,1,10
2017-2018 Regular Season,01/25/2018,Willie Cauley-Stein,C,Sacramento,Miami,R,31.1,3,8,0,0,3,7,0,4,4,3,3,2,1,2,9
2017-2018 Regular Season,01/25/2018,Bogdan Bogdanovic,SG,Sacramento,Miami,R,35.4,5,10,1,2,0,0,0,3,3,3,3,0,1,1,11
2017-2018 Regular Season,01/25/2018,De'Aaron Fox,PG,Sacramento,Miami,R,29.5,6,15,0,1,2,3,1,2,3,4,4,1,2,0,14
2017-2018 Regular Season,01/25/2018,Kosta Koufos,C,Sacramento,Miami,R,19.1,3,4,0,0,0,0,1,5,6,1,2,0,0,0,6
2017-2018 Regular Season,01/25/2018,Malachi Richardson,SG,Sacramento,Miami,R,12.8,1,2,0,0,0,0,0,0,0,0,0,0,1,0,2
2017-2018 Regular Season,01/25/2018,Skal Labissiere,PF,Sacramento,Miami,R,17.6,0,2,0,0,0,0,0,3,3,1,4,0,1,1,0
2017-2018 Regular Season,01/25/2018,Garrett Temple,SG,Sacramento,Miami,R,18.5,1,7,0,2,3,4,0,1,1,3,1,0,4,0,5
2017-2018 Regular Season,01/25/2018,Buddy Hield,SG,Sacramento,Miami,R,28.6,10,15,4,7,0,0,1,4,5,1,0,0,2,0,24
2017-2018 Regular Season,01/25/2018,Josh Richardson,SG,Miami,Sacramento,H,35.8,2,13,0,5,2,3,1,6,7,5,0,3,1,0,6
2017-2018 Regular Season,01/25/2018,James Johnson,PF,Miami,Sacramento,H,28.7,2,6,0,2,0,0,1,7,8,4,3,1,3,0,4
2017-2018 Regular Season,01/25/2018,Hassan Whiteside,C,Miami,Sacramento,H,27.4,3,10,0,0,2,2,2,12,14,1,6,1,2,1,8
2017-2018 Regular Season,01/25/2018,Derrick Jones Jr.,SF,Miami,Sacramento,H,14.9,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0
2017-2018 Regular Season,01/25/2018,Goran Dragic,PG,Miami,Sacramento,H,31.4,8,14,3,5,4,4,1,1,2,1,3,1,3,0,23
2017-2018 Regular Season,01/25/2018,Wayne Ellington,SG,Miami,Sacramento,H,34.5,7,16,6,13,0,0,0,4,4,0,0,1,2,0,20
2017-2018 Regular Season,01/25/2018,Kelly Olynyk,C,Miami,Sacramento,H,19.4,4,10,2,7,0,2,0,4,4,4,3,0,0,2,10
2017-2018 Regular Season,01/25/2018,Bam Adebayo,PF,Miami,Sacramento,H,20.6,2,4,0,0,2,2,0,1,1,2,3,1,0,1,6
2017-2018 Regular Season,01/25/2018,Justise Winslow,SF,Miami,Sacramento,H,27.5,3,7,1,2,4,5,1,4,5,2,1,0,2,0,11
2017-2018 Regular Season,01/25/2018,Otto Porter Jr.,SF,Washington,Oklahoma City,R,36.9,4,11,2,6,1,2,4,2,6,2,2,3,1,0,11
2017-2018 Regular Season,01/25/2018,Markieff Morris,PF,Washington,Oklahoma City,R,37.7,7,12,2,3,4,5,1,8,9,0,4,2,3,1,20
2017-2018 Regular Season,01/25/2018,Marcin Gortat,C,Washington,Oklahoma City,R,20.7,2,3,0,0,0,0,0,1,1,1,5,0,3,0,4
2017-2018 Regular Season,01/25/2018,Bradley Beal,SG,Washington,Oklahoma City,R,45.5,15,26,6,11,5,7,3,9,12,7,2,2,5,0,41
2017-2018 Regular Season,01/25/2018,John Wall,PG,Washington,Oklahoma City,R,35.3,7,16,5,10,2,2,0,1,1,12,2,2,5,1,21
2017-2018 Regular Season,01/25/2018,Ian Mahinmi,C,Washington,Oklahoma City,R,10.6,2,2,0,0,0,0,3,0,3,2,4,0,1,0,4
2017-2018 Regular Season,01/25/2018,Tomas Satoransky,SG,Washington,Oklahoma City,R,12.7,1,2,0,0,0,0,0,0,0,1,1,0,2,0,2
